Year,Date,,Version,Release,Changes,By,,Type,General,General Category,,
2005,13/06/2005,2.1,2.1,MINOR,WordUtils capitalizeFully() throws a null pointer exception. Fixes LANG-128.,,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,ValuedEnum. Fixes LANG-138.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,parseDate class from HttpClient's DateParser class. Fixes LANG-133.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,ArrayUtils.isEquals() throws ClassCastException when array1 and array2 are different dimension. Fixes LANG-62.,,exception,ClassCastException,Handle exception,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,ClassCastException in Enum.equals(Object). Fixes LANG-57.,,exception,ClassCastException,Handle exception,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,FastDateFormat year bug. Fixes LANG-107.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,unbalanced ReflectionToStringBuilder. Fixes LANG-77.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,"FastDateFormat.getDateInstance(int, Locale) always uses the pattern from the first invocation. Fixes LANG-86.",,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,ReflectionToStringBuilder.toString(null) throws exception by design. Fixes LANG-79.,,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Make ClassUtils methods null-safe and not throw an IAE. Fixes LANG-126.,,exception,IllegalArgumentException,Handle exception,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,StringUtils.split ignores empty items. Fixes LANG-5.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,"EqualsBuilder.append(Object[], Object[]) throws NPE. Fixes LANG-144.",,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,ArrayUtils.addAll doesn't always return new array. Fixes LANG-74.,,,,Fix conformance to specification,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Enum.equals does not handle different class loaders. Fixes LANG-81.,,,,Fix conformance to specification,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Add SystemUtils.AWT_TOOLKIT and others. Fixes LANG-27.,,,,Add constants/variables,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,Throwable cause for NotImplementedException. Fixes LANG-14.,,exception,NotImplementedException,Handle exception,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,ClassUtils.primitivesToWrappers method. Fixes LANG-28.,,,,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,"public static boolean DateUtils.equals(Date dt1, Date dt2) ?. Fixes LANG-120.",,,Add equals() method,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Documentation error in StringUtils.replace. Fixes LANG-7.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,DateUtils constants should be long. Fixes LANG-125.,,,,Fix incorrect variable types,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,DateUtils.truncate() is off by one hour when using a date in DST switch 'zone'. Fixes LANG-13.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,StringEscapeUtils.unescapeHtml() doesn't handle hex entities. Fixes LANG-118.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,new StringUtils.replaceChars behaves differently from old CharSetUtils.translate. Fixes LANG-99.,,,,Fix inconsistency,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,"last substring returned by StringUtils.split( String, String, int ) is too long. Fixes LANG-41.",,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Can't subclass EqualsBuilder because isEquals is private. Fixes LANG-119.,,,Make method protected,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,new StringUtils.split methods that split on the whole separator string. Fixes LANG-158.,,,"Split a string using a whole
string as the delimiter ",Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,New method for converting a primitive Class to its corresponding wrapper Class. Fixes LANG-172.,,,Covert a primitive Class to its corresponding wrapper,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,Add convenience format(long) methods to FastDateFormat. Fixes LANG-222.,,,,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,Enum's outer class may not be loaded for EnumUtils. Fixes LANG-116.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,WordUtils.capitalizeFully(String str) should take a delimiter. Fixes LANG-219.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Make Javadoc crosslinking configurable. Fixes LANG-183.,,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,"Minor Javadoc fixes for StringUtils.contains(String, String). Fixes LANG-82.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,"Error in Javadoc for StringUtils.chomp(String, String). Fixes LANG-32.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,StringUtils.defaultString: Documentation error. Fixes LANG-95.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,Add hashCode-support to class ObjectUtils. Fixes LANG-233.,,,Add hashCode() method,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,"add another ""known method"" to ExceptionUtils. Fixes LANG-202.",,,,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,Enhancement of ExceptionUtils.CAUSE_METHOD_NAMES. Fixes LANG-235.,,exception,,Add constants/variables,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,DateUtils.truncate oddity at the far end of the Date spectrum. Fixes LANG-24.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,add getLength() method to ArrayUtils. Fixes LANG-232.,,,Add getters,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,"Validate.java: fixes comment skew, removes unused loop counter. Fixes LANG-171.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,-,,exception,Improve exception message ,Code refactoring,Maintainability improvement,,
2005,13/06/2005,2.1,2.1,MINOR,-,,,Remove redundant counter,Code refinement,Performance improvement,,
2005,13/06/2005,2.1,2.1,MINOR,StringUtils.isAsciiPrintable(). Fixes LANG-179.,,,,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,ExceptionUtils: new getCause() methodname (for tomcat-exception). Fixes LANG-167.,,exception,,Add constants/variables,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,fixes 75 typos. Fixes LANG-85.,,,Fix typo,Stylistic improvement,Maintainability improvement,,
2005,13/06/2005,2.1,2.1,MINOR,mutable numbers. Fixes LANG-230.,,,Mutable numbers,Add functionality,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,Javadoc fixes for ClassUtils. Fixes LANG-191.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,Add StringUtils.nIndexOf?. Fixes LANG-184.,,,,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,Javadoc fixes for CharSetUtils. Fixes LANG-135.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,Remove redundant check for null separator in StringUtils#join. Fixes LANG-154.,,,Remove redundant check,Code refinement,Performance improvement,,
2005,13/06/2005,2.1,2.1,MINOR,Class and Package Comparators for ClassUtils. Fixes LANG-247.,,,,Add functionality,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,add remove methods to ArrayUtils. Fixes LANG-256.,,,"""remove"" methods",Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,WordUtils capitalize improvement. Fixes LANG-185.,,,,Add functionality,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,add isEmpty method to ArrayUtils. Fixes LANG-173.,,,,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,lang.math.Fraction class deficiencies. Fixes LANG-168.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Add methods to ArrayUtils: add at end and insert-like ops. Fixes LANG-207.,,,,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,Add SystemUtils methods for directory properties. Fixes LANG-239.,,,,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,Add method that validates Collection elements are a certain type. Fixes LANG-189.,,,,Add method,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,elapsed time formatting utility method. Fixes LANG-224.,,,,Add method,Add support for a new feature,,
2003,02/09/2003,2,2.0.,MAJOR,,,,,,,,
2003,02/09/2003,2,2.0.,MAJOR,Infinite loop in ToStringBuilder.reflectionToString for inner classes. Fixes LANG-20.,,,,Fix infinite loop,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,"NumberUtils.createBigDecimal("""") NPE in Sun 1.3.1_08. Fixes LANG-75.",,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,Rationalize StringUtils slice functions. Fixes LANG-38.,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,SystemUtils.IS_OS_OS2 Javadoc is wrong. Fixes LANG-53.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,"A small, but important Javadoc fix for Fraction proper whole and numerator. Fixes LANG-142.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,Adding tolerance to double[] search methods in ArrayUtils. Fixes LANG-70.,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,lang.builder classes Javadoc edits (mostly typo fixes). Fixes LANG-9.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,StringUtils Javadoc and test enhancements. Fixes LANG-63.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,"SystemUtils.IS_OS_*, IS_JAVA_* are always false. Fixes LANG-132.",,,Consider initialization order,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,Improve util.Validate tests. Fixes LANG-143.,,,,Fix failing tests,Bug fix,Bug fix,
2003,02/09/2003,2,2.0.,MAJOR,maven-beta10 checkstyle problem. Fixes LANG-155.,,,,Fix failing build,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,StringUtils.chopNewLine - StringIndexOutOfBoundsException. Fixes LANG-147.,,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,ToStringBuilder doesn't work well in subclasses. Fixes LANG-73.,,,Add methods,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,static option for reversing the stacktrace. Fixes LANG-48.,,exception,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,NullPointerException in CompareToBuilder. Fixes LANG-87.,,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,RandomStringUtils.randomAlpha methods omit 'z'. Fixes LANG-84.,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,test.time fails in Japanese (non-us) locale. Fixes LANG-129.,,,,Fix failing tests,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,NumberUtils.isNumber allows illegal trailing characters. Fixes LANG-94.,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,Improve Javadoc and overflow behavior of Fraction. Fixes LANG-137.,,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,- ,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,RandomStringUtils infloops with length > 1. Fixes LANG-55.,,,,Fix infinite loop,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,test.lang fails if compiled with non iso-8859-1 locales. Fixes LANG-47.,,,,Fix failing tests,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,SystemUtils does not play nice in an Applet. Fixes LANG-113.,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,time unit tests fail on Sundays. Fixes LANG-111.,,,,Fix failing tests,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,java.lang.ExceptionInInitializerError thrown by JVMRandom constructor. Fixes LANG-90.,,exception,ExceptionInInitializerError,Handle exception,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,StringUtils.chomp does not match Perl. Fixes LANG-78.,,,,Fix inconsistency,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,patch and test case fixing problem with RandomStringUtils.random(). Fixes LANG-36.,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,General case: infinite loop: ToStringBuilder.reflectionToString. Fixes LANG-151.,,,,Fix infinite loop,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,Should ToStringBuilder.reflectionToString handle arrays?. Fixes LANG-35.,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,EnumUtils nit: The import java.io.Serializable is never used. Fixes LANG-83.,,,Remove unused import,Code simplification,Maintainability improvement,,
2003,02/09/2003,2,2.0.,MAJOR,Example in Javadoc for ToStringBuilder wrong for append. Fixes LANG-12.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,Added class hierarchy support to HashCodeBuilder.reflectionHashCode(). Fixes LANG-110.,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,ExceptionUtils new methods. Fixes LANG-71.,,,,Add method,Add support for a new feature,,
2003,02/09/2003,2,2.0.,MAJOR,"Infinite loop in StringUtils.replace(text, repl, with) + FIX. Fixes LANG-15.",,,,Fix infinite loop,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,StackOverflow due to ToStringBuilder. Fixes LANG-93.,,exception,StackOverflowError,Handle exception,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,No Javadoc for NestableDelegate. Fixes LANG-39.,,JavaDoc,Add JavaDoc,Add documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,Specify initial size for Enum's HashMap. Fixes LANG-49.,,JavaDoc,Add JavaDoc,Add documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,Enum does not support inner sub-classes. Fixes LANG-146.,,,,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,Removed compile warning in ObjectUtils. Fixes LANG-157.,,,,Fix warnings,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,SystemUtils.IS_JAVA_1_5 Javadoc is wrong. Fixes LANG-96.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,"NumberRange inaccurate for Long, etc. Fixes LANG-16.",,,,Fix wrong type assumption,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,Hierarchy support in ToStringBuilder.reflectionToString(). Fixes LANG-4.,,,Add class hierarchy,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,StringUtils.countMatches loops forever if substring empty. Fixes LANG-56.,,,,Fix infinite loop,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,Javadoc fixes (remove @links to non-public identifiers). Fixes LANG-209.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,Add Javadoc examples and tests for StringUtils. Fixes LANG-210.,,JavaDoc,Update JavaDoc,Update documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,-,,Test,,Increase test coverage,Quality assurance,,
2003,02/09/2003,2,2.0.,MAJOR,Make NumberUtils null handling consistent. Fixes LANG-170.,,,,Fix inconsistency,Code redesign,,
2003,02/09/2003,2,2.0.,MAJOR,Unused field 'startFinal' in DateIterator. Fixes LANG-145.,,,Remove unnecessary code,Code simplification,Maintainability improvement,,
2003,02/09/2003,2,2.0.,MAJOR,reduce object creation in ToStringBuilder. Fixes LANG-214.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2003,02/09/2003,2,2.0.,MAJOR,"Improved tests, Javadoc for CharSetUtils, StringEscapeUtils. Fixes LANG-228.",,,,Increase test coverage,Quality assurance,,
2003,02/09/2003,2,2.0.,MAJOR,-,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,"NumberUtils min/max, BooleanUtils.xor, and ArrayUtils toPrimitive and toObject. Fixes LANG-252.",,,,Add method,Add support for a new feature,,
2003,02/09/2003,2,2.0.,MAJOR,"Javadoc, tests improvements for CharSet, CharSetUtils. Fixes LANG-208.",,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,-,,,,Increase test coverage,Quality assurance,,
2003,02/09/2003,2,2.0.,MAJOR,StringUtil enhancement. Fixes LANG-205.,,,Class enahancement ,Add method,Add support for a new feature,,
2003,02/09/2003,2,2.0.,MAJOR,Javadoc nit. Fixes LANG-164.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,Additional Lang Method Suggestions. Fixes LANG-206.,,,,Add method,Add support for a new feature,,
2003,02/09/2003,2,2.0.,MAJOR,Make NestableDelegate methods public instead of package private. Fixes LANG-178.,,,Make method public,Change access modifier,Code redesign,,
2003,02/09/2003,2,2.0.,MAJOR,Missing @since tags. Fixes LANG-174.,,JavaDoc,Update JavaDoc,Update documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,Refactored reflection feature of ToStringBuilder into new ReflectionToStringBuilder. Fixes LANG-245.,,,,Change implementation,Code redesign,,
2003,02/09/2003,2,2.0.,MAJOR,Typo in documentation. Fixes LANG-51.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,Patch for Javadoc. Fixes LANG-1.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2003,02/09/2003,2,2.0.,MAJOR,"Add join(..., char c) to StringUtils (and some performance fixes). Even contains tests!. Fixes LANG-244.",,,,Add method,Add support for a new feature,,
2003,02/09/2003,2,2.0.,MAJOR,-,,,,Increase test coverage,Quality assurance,,
2003,02/09/2003,2,2.0.,MAJOR,-,,,Remove redundant check,Code refinement,Performance improvement,,
2003,02/09/2003,2,2.0.,MAJOR,Resurrect the WordWrapUtils from commons-sandbox/utils. Fixes LANG-231.,,,,Add functionality,Add support for a new feature,,
2003,02/09/2003,2,2.0.,MAJOR,EnumTest fails on Linux Sun JDK 1.3.0. Fixes LANG-139.,,exception,NoClassDefFoundError,Handle exception,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,What to do with FastDateFormat unused private constructors. Fixes LANG-234.,,,Remove unnecessary code,Code simplification,Maintainability improvement,,
2003,02/09/2003,2,2.0.,MAJOR,Added class hierarchy support to CompareToBuilder.reflectionCompare(). Fixes LANG-240.,,,Add class hierarchy,Fix wrong implementation,Bug fix,,
2003,02/09/2003,2,2.0.,MAJOR,Removed compile warning in FastDateFormat. Fixes LANG-190.,,,,Fix warnings,Bug fix,,
