Year1;Year;Date; ;Version;RELEASE;Changes;By; ;Type;General;General Category;;;;;;;;;;;;;;;;;;;
+7 years;2012;10.04.2012;2,3;2.3.0;MINOR;Add and use class Charsets. Fixes IO-322. Thanks to ggregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;10.04.2012;2,3;2.3.0;MINOR;ByteOrderMark UTF_32LE is incorrect. Fixes IO-321. Thanks to ggregory.;ggregory;;;Fix declaration;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;10.04.2012;2,3;2.3.0;MINOR;Add Charset sister APIs to method that take a String charset name. Fixes IO-318. Thanks to ggregory.;;;Add Charset sister APIs to method that take a String charset name;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;Add IOUtils.toBufferedReader(Reader). Fixes IO-313. Thanks to ggregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;Allow applications to provide buffer (or size) for copyLarge methods. Fixes IO-308. Thanks to Manoj Mokashi.;sebb;;Allow applications to provide buffer (or size) for copyLarge methods;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;IOUtils.read(InputStream/Reader) ignores the offset parameter. Fixes IO-311. Thanks to Robert Muir.;sebb;;Method ignores the offset parameter;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;CharSequenceInputStream(CharSequence s, Charset charset, int bufferSize) ignores bufferSize. Fixes IO-312.;sebb;;Method ignores bufferSize;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;New copyLarge() method in IOUtils that takes additional offset, length arguments. Fixes IO-305. Thanks to Manoj Mokashi.;sebb;;Method that takes additional offset, length arguments;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;FileUtils.moveDirectoryToDirectory removes source directory if destination is a sub-directory. Fixes IO-300.;sebb;;Method removes source directory if destination is a sub-directory.;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;ReaderInputStream#read(byte[] b, int off, int len) should check for valid parameters. Fixes IO-307.;sebb;;Add parameter validation ;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;Use terabyte (TB), petabyte (PB) and exabyte (EB) in FileUtils.byteCountToDisplaySize(long size). Fixes IO-287. Thanks to Ron Kuris, Gary Gregory.;bayard;;Use terabyte (TB), petabyte (PB) and exabyte (EB);Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;ReaderInputStream#read(byte[] b, int off, int len) should always return 0 for length == 0. Fixes IO-306.;sebb;;;Fix conformance to specification;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;FileUtils.listFiles() doesn't return directories. Fixes IO-173. Thanks to Marcos Vinícius da Silva.;sebb;;;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;"""FileUtils#deleteDirectoryOnExit(File)"" does not work. Fixes IO-276. Thanks to nkami.";sebb;;Switch methods calling oderd;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;BoundedInputStream.read() treats max differently from BoundedInputStream.read(byte[]...). Fixes IO-273. Thanks to sebb.;sebb;;;Fix inconsistency;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;CharSequenceInputStream to efficiently stream content of a CharSequence. Fixes IO-297. Thanks to Oleg Kalnichevski.;sebb;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;ReaderInputStream optimization: more efficient reading of small chunks of data. Fixes IO-296. Thanks to Oleg Kalnichevski.;sebb;;;Avoid unnecessary allocation;Memory improvement;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;Various methods of class 'org.apache.commons.io.FileUtils' incorrectly suppress 'java.io.IOException'. Fixes IO-298. Thanks to Christian Schulte.;sebb;;Various methods of class 'org.apache.commons.io.FileUtils' incorrectly suppress 'java.io.IOException';Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;The second constructor of Tailer class does not pass 'delay' to the third one. Fixes IO-304. Thanks to liangly.;ggregory;;The second constructor of Tailer class does not pass 'delay' to the third one;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;TeeOutputStream does not call branch.close() when main.close() throws an exception. Fixes IO-303. Thanks to fabian.barney.;ggregory;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;ArrayIndexOutOfBoundsException in BOMInputStream when reading a file without BOM multiple times. Fixes IO-302. Thanks to jsteuerwald, detinho.;ggregory;;ArrayIndexOutOfBoundsException;Handle Exception;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;Add IOUtils.closeQuietly(Selector) necessary. Fixes IO-301. Thanks to kaykay.unique.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;IOUtils.closeQuietly() should take a ServerSocket as a parameter. Fixes IO-292. Thanks to sebb.;sebb;;extend Socket;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;Add read/readFully methods to IOUtils. Fixes IO-290. Thanks to sebb.;sebb;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;Supply a ReversedLinesFileReader. Fixes IO-288. Thanks to Georg Henzler.;sebb;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;Add new function FileUtils.directoryContains. Fixes IO-291. Thanks to ggregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;26.03.2012;2,2;2.2.0;MINOR;"FileUtils.contentEquals and IOUtils.contentEquals - Add option to ignore ""line endings"" Added contentEqualsIgnoreEOL methods to both classes. Fixes IO-275. Thanks to CJ Aspromgos.";sebb;;"Add option to ignore ""line endings""";Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;Use standard Maven directory layout. Fixes IO-285. Thanks to ggregory.;ggregory;;Use standard Maven directory layout.;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;Add IOUtils API toString for URL and URI to get contents. Fixes IO-284. Thanks to ggregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;Add API FileUtils.copyFile(File input, OutputStream output). Fixes IO-282. Thanks to ggregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;Dubious use of mkdirs() return code. Fixes IO-280. Thanks to sebb.;sebb;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;ReaderInputStream enters infinite loop when it encounters an unmappable character. Fixes IO-277.;;;;Fix infinite loop;Bug fix;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;FileUtils.moveFile() Javadoc should specify FileExistsException thrown. Fixes IO-264.;;;JavaDoc should specify FileExistsException thrown;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;FileAlterationObserver has no getter for FileFilter. Fixes IO-262.;;;getter;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;Add FileUtils.getFile API with varargs parameter. Fixes IO-261.;;;getFile API with varargs parameter;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;ClassLoaderObjectInputStream does not handle Proxy classes. Fixes IO-260.;;;Overload methods to correct behavior;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;FileAlterationMonitor.stop(boolean allowIntervalToFinish). Fixes IO-259.;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;Add new APPEND parameter for writing string into files. Fixes IO-182.;;;Add new APPEND parameter for writing string into files;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;Tailer returning partial lines when reaching EOF before EOL. Fixes IO-274. Thanks to Frank Grimes.;sebb;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;FileUtils.copyFile() throws IOException when copying large files to a shared directory (on Windows). Fixes IO-266. Thanks to Igor Smereka.;sebb;;IOException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+6 years;2011;28.09.2011;2,1;2.1.0;MINOR;FileSystemUtils.freeSpaceKb throws exception for Windows volumes with no visible files. Improve coverage by also looking for hidden files. Fixes IO-263. Thanks to Gil Adam.;sebb;;;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;26.12.2010;2;2.0.1;PATCH;;;;;;;;;;;;;;;;;;;;;;;;;
+5 years;2010;26.12.2010;2;2.0.1;PATCH;IO-256] - Provide thread factory for FileAlternationMonitor;;;;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;26.12.2010;2;2.0.1;PATCH;[IO-257] - BOMInputStream.read(byte[]) can return 0 which it should not;;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;26.12.2010;2;2.0.1;PATCH;*[IO-258] - XmlStreamReader consumes the stream during encoding detection;;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;;;;;;;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;"Deprecations from 1.4
---------------------
- IOUtils
  - write(StringBuffer, Writer) in favour of write(CharSequence, Writer)
  - write(StringBuffer, OutputStream)  in favour of write(CharSequence, OutputStream)
  - write(StringBuffer, OutputStream, String) in favour of write(CharSequence, OutputStream, String";;;;Deprecate method;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;"Deprecations from 1.4

- FileFilterUtils
  - andFileFilter(IOFileFilter, IOFileFilter) in favour of and(IOFileFilter...) 
  - orFileFilter(IOFileFilter, IOFileFilter)  in favour of or(IOFileFilter...)";;;;Deprecate method;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR; Move minimum Java requirement from Java 1.3 to Java 5;;;requires a minimum of Java 5;Align with with external Java evolution;Code redesign;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-178] New BOMInputStream and ByteOrderMark implementations - to detect and optionally exclude an initial Byte Order mark (BOM);;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-197] New BoundedInputStream (copied from Apache JackRabbit);;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-193] New Broken Input and Output streams;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-132] New File Listener/Monitor facility;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-158] New ReaderInputStream and WriterOutputStream implementations;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-139] New StringBuilder Writer implementation;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-192] New Tagged Input and Output streams;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;"* [IO-177] New Tailer class - simple implementation of the Unix ""tail -f"" functionality";;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-162] New XML Stream Reader/Writer implementations (from ROME via plexus-utils);;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-142] Comparators - add facility to sort file lists/arrays;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-186] Comparators - new Composite and Directory File Comparator implementations;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-176] DirectoryWalker - add filterDirectoryContents() callback method for filtering directory contents;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-210] FileFilter - new Magic Number FileFilter;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-221] FileFilterUtils - add methods for suffix and prefix filters which take an IOCase object;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-232] FileFilterUtils - add method for name filters which take an IOCase object;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-229] FileFilterUtils - add varargs and() and or() methods;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-198] FileFilterUtils - add ability to apply file filters to collections and arrays;;;;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-156] FilenameUtils - add normalize() and normalizeNoEndSeparator() methods which allow the separator character to be specified;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-194] FileSystemUtils - add freeSpaceKb() method with no input arguments;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-185] FileSystemUtils - add freeSpaceKb() methods that take a timeout parameter - fixes freeSpaceWindows() blocks;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-155] FileUtils - use NIO to copy files;;;use NIO to copy files;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-168] FileUtils - add new isSymlink() method;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-219] FileUtils - throw FileExistsException when moving a file or directory if the destination already exists;;;throw FileExistsException when moving a file or directory if the destination already exists;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-234] FileUtils - add Methods for retrieving System User/Temp directories/paths;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-208] FileUtils - add timeout (connection and read) support for copyURLToFile() method;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-238] FileUtils - add sizeOf(File) method;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-181] LineIterator now implements Iterable;;;LineIterator now implements Iterable;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-224] IOUtils - add closeQuietly(Closeable) and closeQuietly(Socket) methods;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-203] IOUtils - add skipFully() method for InputStreams;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-137] IOUtils and ByteArrayOutputStream - add toBufferedInputStream() method to avoid unnecessary array allocation/copy;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-195] Proxy streams/Reader/Writer - provide exception handling methods;;;provide exception handling methods;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-211] Proxy Input/Output streams - add pre/post processing support;;;add pre/post processing support;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-242] Proxy Reader/Writer - add pre/post processing support;;;add pre/post processing support;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-214] ByteArrayOutputStream - fix inconsistent synchronization of fields;;;fix inconsistent synchronization;Fix inconsistency;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-201] Counting Input/Output streams - fix inconsistent synchronization;;;fix inconsistent synchronization;Fix inconsistency;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-159] FileCleaningTracker - fix remove() never returns null;;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-220] FileCleaningTracker - fix Vector performs badly under load;;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-167] FilenameUtils - fix case-insensitive string handling in FilenameUtils and FilesystemUtils;;;fix case-insensitive string handling;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-179] FilenameUtils - fix StringIndexOutOfBounds exception in getPathNoEndSeparator();;;StringIndexOutOfBoundsException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-248] FilenameUtils - fix getFullPathNoEndSeparator() returns empty while path is a one level directory;;;;Fix returning wrong output;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-246] FilenameUtils - fix wildcardMatch gives incorrect results;;;;Fix returning wrong output;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-187] FileSystemUtils - fix freeSpaceKb() doesn't work with relative paths on Linux;;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-160] FileSystemUtils - fix freeSpace() fails on solaris;;;freeSpace() fails on solaris;Fix integration with OS;Bug fix;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-209] FileSystemUtils - fix freeSpaceKb() fails to return correct size for a windows mount point;;;;Fix integration with OS;Bug fix;;;;;;;;;;;;;;;;;;;
