Year1;Year;Date; ;Version;RELEASE;Changes;By; ;Type;General;General Category;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-226 FileUtils.byteCountToDisplaySize() documentation corrections;;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-205 FileUtils.forceMkdir() documentation improvements;;;;Improve documentation;Documentation;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-215 FileUtils copy file/directory improve documentation regarding preserving the last modified date;;;;Improve documentation;Documentation;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-189 HexDump.dump() method documentation improvements;;;;Improve documentation;Documentation;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-171 IOCase document that it assumes there are only two OSes: Windows and Unix;;;;Update documentation;Documentation;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-223 IOUtils.copy() documentation corrections;;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-247 IOUtils.closeQuietly() improve documentation with examples;;;;Improve documentation;Documentation;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-202 NotFileFilter documentation corrections;;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-206 ProxyInputStream - fix misleading parameter names;;;fix misleading parameter names;Code refactoring;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+5 years;2010;18.10.2010;2;2.0.;MAJOR;* [IO-212 ProxyInputStream.skip() documentation corrections;;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;"Deprecations from 1.3.2
-----------------------
- FileCleaner deprecated in favour of FileCleaningTracker [see IO-116]";;;;Deprecate class;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- forceDelete of orphaned Softlinks does not work [IO-147];;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Infinite loop on FileUtils.copyDirectory when the destination directory is within;;;;Fix infinite loop;Bug fix;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add a copyDirectory() method that makes use of FileFilter [IO-105];;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add moveDirectory() and moveFile() methods [IO-77];;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR; HexDump's use of static StringBuffers isn't thread-safe [IO-136];;;;Fix thread-safe issue;Bug fix;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add a deleteQuietly method [IO-135];;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add file name extension separator constants[IO-149];;;;Add constants/variables;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add a new IOException implementation with constructors which take a cause;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add new Tee input stream implementation;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add new File Writer implementation that accepts an encoding;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add new Reader implementation that handles any CharSequence (String,StringBuffer, StringBuilder or CharBuffer);;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add a reset() method which sets the count of the bytes written back to zero.;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add support for temporary files;;;;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add a new write(InputStream) method [IO-152];;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;"- New Closed Input/Output stream implementations [IO-122], - AutoCloseInputStream - automatically closes and discards the underlying input stream
- ClosedInputStream - returns -1 for any read attempts
- ClosedOutputStream - throws an IOException for any write attempts
- CloseShieldInputStream - prevents the underlying input stream from being closed.
- CloseShieldOutputStream - prevents the underlying output stream from being closed.";;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add Singleton Constants to several stream classes [IO-143];;;;Add constants/variables;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add facility to specify case sensitivity on prefix matching;;;- Add facility to specify case sensitivity on prefix matching;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add facility to specify case sensitivity on suffix matching;;;- Add facility to specify case sensitivity on suffix matching;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add new regular expression file filter implementation;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Make IOFileFilter implementations Serializable [IO-131];;;Make IOFileFilter implementations Serializable;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Improve IOFileFilter toString() methods [IO-120];;;Improve IOFileFilter toString() methods;Code refactoring;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Make fields final so classes are immutable/threadsafe [IO-133] - changes to Age, Delegate, Name, Not, Prefix, Regex, Size, Suffix and Wildcard IOFileFilter implementations.;;;Make fields final so classes are immutable/threadsafe;Change access modifier;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;- Add a compare method to IOCase [IO-144];;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+3 years;2008;21.01.2008;1,4;1.4.;MINOR;"- Add a package of java.util.Comparator implementations for files [IO-145] - DefaultFileComparator - compare files using the default File.compareTo(File) method.
- ExtensionFileComparator - compares files using file name extensions.
- LastModifiedFileComparator - compares files using the last modified date/time.
- NameFileComparator - compares files using file names.
- PathFileComparator - compares files using file paths.
- SizeFileComparator - compares files using file sizes.";;;Add a package of java.util.Comparator implementations for files;Add package;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;02.07.2007;1,3;1.3.2.;PATCH;;;;;;;;;;;;;;;;;;;;;;;;;
+2 years;2007;02.07.2007;1,3;1.3.2.;PATCH;- Created the FileCleaningTracker, basically a non-static version of the FileCleaner, which can be controlled by the user. [IO-116];;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;02.07.2007;1,3;1.3.2.;PATCH;- The FileCleaner is deprecated.;;;;Deprecate class;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+2 years;2007;02.07.2007;1,3;1.3.2.;PATCH;- Some tests, which are implicitly assuming a Unix-like file system, are now skipped on Windows. [IO-115];;;;Fix failing tests;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;02.07.2007;1,3;1.3.2.;PATCH;- EndianUtils - Both readSwappedUnsignedInteger(...) methods could return negative numbers due to int/long casting. [IO-117];;;;Fix casting;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;13.02.2007;1,3;1.3.1.;PATCH;;;;;;;;;;;;;;;;;;;;;;;;;
+2 years;2007;13.02.2007;1,3;1.3.1.;PATCH;- FileUtils  NPE in openOutputStream(File) when file has no parent in path [IO-112];;;NullPointerException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;13.02.2007;1,3;1.3.1.;PATCH;- readFileToString(File) is not static [IO-113];;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;WildcardFilter deprecated, replaced by WildcardFileFilter;;;;Deprecate class;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;ileSystemUtils.freeSpace deprecated, replaced by freeSpaceKb;;;;Deprecate method;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;LineIterator now implements Iterator;;;implement Iterator;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- FileSystemUtils.freeSpace/freeSpaceKb [IO-83]
  - These should now work on AIX and HP-UX";;;;Fix integration with OS;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- FileSystemUtils.freeSpace/freeSpaceKb [IO-90]
  - Avoid infinite looping in Windows";;;;Fix infinite loop;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- FileSystemUtils.freeSpace/freeSpaceKb [IO-90]
 - Catch more errors with nice messages";;;;Fix exception message;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- FileSystemUtils.freeSpace [IO-91]
  - This is now documented not to work on SunOS 5";;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- FileSystemUtils [IO-93]
  - Fixed resource leak leading to 'Too many open files' error";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;" FileUtils.touch [IO-100]
  - The touch method previously gave no indication when the file could not
    be touched successfully (such as due to access restrictions) - it now
    throws an IOException if the last modified date cannot be changed";;;Throw exception when needed;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- FileCleaner
  - This now handles the situation where an error occurs when deleting the file";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- IOUtils.copy [IO-84]
  - Copy methods could return inaccurate byte/char count for large streams";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;- Added a new copyLarge(InputStream, OutputStream) method that returns a long;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;- Added a new copyLarge(Reader, Writer) method that returns a long;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- CountingInputStream/CountingOutputStream [IO-84]
  - Methods were declared as int thus the count was inaccurate for large streams";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;- new long based methods getByteCount()/resetByteCount() added;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;- existing methods changed to throw an exception if the count is greater than an int;;;Throw exception when needed;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- FileBasedTestCase
  - Fixed bug in compare content methods identified by GNU classpath";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- EndianUtils.writeSwappedLong(byte[], int) [IO-101]
  - An int overrun in the bit shifting when it should have been a long";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- EndianUtils.writeSwappedLong(InputStream) [IO-102]
  - The return of input.read(byte[]) was not being checked to ensure all 8 bytes were read";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;DirectoryWalker;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;IOCase;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"FilenameUtils
  - New methods to handle case-sensitivity";;;New methods to handle case-sensitivity;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;- wildcardMatch - new method that has IOCase as a parameter;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;- equals - new method that has IOCase as a parameter;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;- FileUtils [IO-108] - new default encoding methods for:;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;" FileUtils.openOutputStream  [IO-107]
  - new method to open a FileOutputStream, creating parent directories if required";;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;" FileUtils.isFileOlder
  - new methods to check if a file is older (i.e. isFileOlder()) - counterparts
    to the existing isFileNewer() methods.";;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- FileUtils.checksum, FileUtils.checksumCRC32
  - new methods to create a checksum of a file";;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- FileUtils.copyFileToDirectory  [IO-104]
  - new variant that optionally retains the file date";;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;FileDeleteStrategy;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;- FileCleaner    [IO-56,IO-70];;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR; FileCleaner.exitWhenFinished;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;WildcardFileFilter;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"NameFileFilter
  - Ability to control case-sensitivity";;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"FileFileFilter
  - New IOFileFilter implementation";;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- CanReadFileFilter
  - New IOFileFilter implementation";;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"CanWriteFileFilter
  - New IOFileFilter implementation";;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- HiddenFileFilter
  - New IOFileFilter implementation";;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"- EmptyFileFilter
  - New IOFileFilter implementation";;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;- TrueFileFilter/FalseFileFilter/DirectoryFileFilter;;;Adapt to newer Java version;Add constants/variables;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;"FileFilterUtils.makeDirectoryOnly/makeFileOnly
  - two new methods that decorate a file filter to make it apply to
    directories only or files only";;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR; NullWriter;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;NullInputStream;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR; NullReader;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+2 years;2007;30.01.2007;1,3;1.3.;MINOR;" ByteArrayOutputStream  [IO-97]
  - Performance enhancements";;;;Code refinement;Performance improvement;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR;"- FileSystemUtils.freeSpace(drive)
  Fix to allow Windows based command to function in French locale";;;;Fix integration with OS;Bug fix;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR;"- FileUtils.read*
  Increase certainty that files are closed in case of error";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR;"- LockableFileWriter
  Locking mechanism was broken and only provided limited protection [38942]
  File deletion and locking in case of constructor error was broken";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR; AgeFileFilter/SizeFileFilter;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR;FileSystemUtils.freeSpaceKb(drive);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR;FileUtils.contentEquals(File,File) Performance improved by adding length and file location checking;;;;Code refinement;Performance improvement;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR;"- FileUtils.iterateFiles
  Two new method to provide direct access to iterators over files";;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR;"- FileUtils.lineIterator
  IOUtils.lineIterator
  New methods to provide an iterator over the lines in a file [38083]";;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+1 years;2006;20.03.2006;1,2;1.2.;MINOR;"- FileUtils.copyDirectoryToDirectory
  New method to copy a directory to within another directory [36315]";;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;- CopyUtils has been deprecated.;;;;Deprecate class;Deprecate functionality;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;"- FileUtils - touch()  [29821]
    Now creates the file if it did not previously exist";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;"- FileUtils - toFile(URL)  [32575]
    Now handles escape syntax such as %20";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;"- FileFilterUtils - makeCVSAware(IOFileFilter)  [33023]
    Fixed bug that caused method to be completely broken";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;"- CountingInputStream  [33336]
    Fixed bug that caused the count to reduce by one at the end of the stream";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;"- CountingInputStream - skip(long)  [34311]
    Bytes from calls to this method were not previously counted";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;"- NullOutputStream  [33481]
    Remove unnecessary synchronization";;;Remove unnecessary synchronization;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;"- AbstractFileFilter - accept(File, String)  [30992]
    Fixed broken implementation";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;"- FileUtils  [36801]
    Previously threw NPE when listing files in a security restricted directory
    Now throw IOException with a better message";;;NullPointerException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;"- FileUtils - writeStringToFile()
    Null encoding now correctly uses the platform default";;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FilenameUtils - new class;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FileSystemUtils - new class;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;IOUtils - new public constants;;;;Add constants/variables;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;IOUtils - toByteArray(Reader,encoding);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;IOUtils - toCharArray(InputStream)  [28979];;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;IOUtils - readLines(InputStream);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;ziOUtils - toInputStream(String);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR; IOUtils - writeLines(Collection,lineEnding,OutputStream);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;IOUtils - write(...);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;IOUtils - copy(...);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;IOUtils - contentEquals(Reader,Reader);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FileUtils - toFiles(URL[]);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FileUtils - copyDirectory();;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FileUtils - readFileToByteArray(File);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FileUtils - writeByteArrayToFile(File,byte[]);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FileUtils - readLines(File,encoding);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FileUtils - writeLines(File,encoding,List);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FileUtils - EMPTY_FILE_ARRAY;;;;Add constants/variables;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;ConditionalFileFilter - new interface;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;AndFileFilter, OrFileFilter;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;WildcardFilter;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;FileFilterUtils - makeSVNAware(IOFileFilter);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;ClassLoaderObjectInputStream;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;CountingInputStream,CountingOutputStream - resetCount() ;;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;DeferredFileOutputStream - writeTo(OutputStream);;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;DeferredFileOutputStream;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;LockableFileWriter - encoding support;;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1,1;1.1.;MINOR;IOUtils and EndianUtils are no longer final;;;IOUtils and EndianUtils are no longer final. Allows developers to have subclasses if desired;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
API start;2005;24.11.2005;1;1.0.;MAJOR;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
